suburb,density,property,price,rooms,bedroom,toilets,ensuite,condition,constituency,council,carport,pool,furnished,cottage,power,pbackup,water,wbackup,gated,garden
ARCADIA,MEDIUM,HOUSE,750,8,4,3,2,3,SUNNINGDALE,HARARE MUNICIPALITY,2,0,1,2,1,0,1,1,0,1
HATFIELD,MEDIUM,HOUSE,700,8,4,4,3,3,HATFIELD,HARARE MUNICIPALITY,2,0,1,0,1,0,1,1,1,1
GOODHOPE,MEDIUM,HOUSE,750,7,2,2,1,4,HARARE WEST,HARARE MUNICIPALITY,2,0,0,0,1,0,1,0,0,1
CHIKURUBI,MEDIUM,HOUSE,600,7,3,1,0,3,HARARE EAST,HARARE MUNICIPALITY,0,0,1,0,1,0,1,1,0,1
CHADCOMBE,MEDIUM,HOUSE,650,6,3,2,1,4,HATFIELD,HARARE MUNICIPALITY,1,0,1,3,0,0,1,0,0,1
HATFIELD,MEDIUM,HOUSE,650,6,3,2,1,4,HATFIELD,HARARE MUNICIPALITY,2,0,0,0,1,1,1,1,0,1
PARKTOWN,MEDIUM,HOUSE,700,6,4,2,1,4,HATFIELD,HARARE MUNICIPALITY,2,0,1,2,1,1,1,1,0,1
WARREN PARK,HIGH,HOUSE,550,6,3,2,1,4,HARARE CENTRAL,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,0,0
UNIT B,HIGH,HOUSE,400,7,4,2,1,3,ZENGEZA EAST,CHITUNGWIZA MUNICIPALITY,0,0,1,0,1,0,1,0,0,0
RIVERSIDE,HIGH,HOUSE,400,7,3,2,1,3,CHITUNGWIZA NORTH,CHITUNGWIZA MUNICIPALITY,1,0,1,0,1,0,1,0,1,0
ARDBENNIE,HIGH,HOUSE,450,7,3,2,1,3,MBARE,HARARE MUNICIPALITY,0,0,0,0,1,1,1,0,0,0
ADELAIDE PARK,HIGH,HOUSE,400,7,3,2,1,3,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,1,0,1,1,1,1,0,0
ZENGEZA 4,HIGH,CLUSTER,180,3,0,1,0,3,ZENGEZA EAST,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,1,0,0
ZENGEZA 5,HIGH,CLUSTER,150,2,0,1,0,4,ZENGEZA WEST,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,1,0,0
UNIT B,HIGH,CLUSTER,150,2,0,1,0,4,ZENGEZA EAST,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
MARIMBA,HIGH,HOUSE,75,1,0,1,0,4,SOUTHERTON,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,0,0
KUWADZANA 5,HIGH,CLUSTER,70,1,0,1,0,4,KUWADZANA WEST,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,0
GLAUDINA,HIGH,HOUSE,400,7,4,2,1,3,DZIVARASEKWA,HARARE MUNICIPALITY,1,0,1,0,1,0,1,1,0,0
HATCLIFFE,HIGH,HOUSE,400,7,3,1,0,3,HATCLIFFE,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,0
DZIVARASEKWA,HIGH,HOUSE,350,7,4,2,1,3,DZIVARASEKWA,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,0,0
KUWADZANA 1,HIGH,HOUSE,350,7,3,1,1,3,KUWADZANA EAST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
BUDIRIRO 5,HIGH,HOUSE,300,7,3,2,1,2,BUDIRIRO SOUTH,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
UNIT P,HIGH,HOUSE,300,7,2,1,0,2,CHITUNGWIZA NORTH,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
HOUGHTON PARK,HIGH,HOUSE,500,6,1,1,0,4,SUNNINGDALE,HARARE MUNICIPALITY,1,0,1,0,1,1,1,1,0,0
BUDIRIRO 4,HIGH,HOUSE,450,6,4,2,1,4,BUDIRIRO NORTH,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,0,0
JOSHUA NKOMO,HIGH,HOUSE,420,6,3,2,1,4,WARREN PARK,HARARE MUNICIPALITY,1,0,0,0,1,0,1,1,0,0
BRAESIDE,MEDIUM,HOUSE,650,6,3,2,1,4,SUNNINGDALE,HARARE MUNICIPALITY,1,0,1,0,1,0,1,1,0,1
HIGHFIELD,HIGH,HOUSE,400,6,3,2,1,3,HIGHFIELD,HARARE MUNICIPALITY,2,0,1,0,1,1,1,1,0,0
WESTLEA,MEDIUM,HOUSE,650,6,2,2,1,4,WARREN PARK,HARARE MUNICIPALITY,1,0,1,0,1,0,1,0,0,1
ASPINDALE,MEDIUM,HOUSE,550,6,4,2,1,3,HARARE CENTRAL,HARARE MUNICIPALITY,0,0,1,0,1,0,1,1,1,1
WATERFALLS,MEDIUM,HOUSE,550,6,4,2,1,3,HATFIELD,HARARE MUNICIPALITY,0,0,1,0,1,0,1,1,0,1
WATERFALLS,MEDIUM,HOUSE,650,6,3,2,1,4,HATFIELD,HARARE MUNICIPALITY,0,0,1,0,1,0,1,1,0,1
TYNWALD,MEDIUM,HOUSE,500,6,3,2,1,3,HARARE WEST,HARARE MUNICIPALITY,1,0,1,0,1,0,1,1,0,0
HATFIELD,MEDIUM,COTTAGE,520,5,3,2,1,3,HATFIELD,HARARE MUNICIPALITY,1,0,1,0,1,0,1,1,0,1
KUWADZANA 6,HIGH,HOUSE,350,6,3,1,1,3,KUWADZANA EAST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
KUWADZANA 6,HIGH,HOUSE,330,6,4,2,1,3,KUWADZANA EAST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
WATERFALLS,MEDIUM,HOUSE,550,5,3,2,1,4,HATFIELD,HARARE MUNICIPALITY,1,0,1,0,1,1,1,1,0,1
GLEN NORAH,HIGH,HOUSE,320,6,3,2,1,3,GLEN NORAH,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
LOCHINVAR,HIGH,HOUSE,300,6,3,2,0,3,SOUTHERTON,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
ZENGEZA 4,HIGH,HOUSE,300,6,4,2,1,3,ZENGEZA EAST,CHITUNGWIZA MUNICIPALITY,0,0,1,0,1,0,1,0,0,0
MUFAKOSE,HIGH,HOUSE,300,6,1,1,0,3,SOUTHERTON,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
CHADCOMBE,MEDIUM,HOUSE,600,5,3,2,1,4,HATFIELD,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,1
KUWADZANA 3,HIGH,HOUSE,300,6,2,1,1,3,KUWADZANA EAST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
GLENWOOD PARK,HIGH,HOUSE,250,6,0,1,0,2,HUNYANI,EPWORTH LOCAL BOARD,0,0,0,0,1,0,1,0,0,0
SOUTHVIEW PARK,COMPOUND,HOUSE,220,5,2,2,1,3,CHURU,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,0,0
JOSHUA NKOMO,HIGH,HOUSE,320,5,2,1,1,3,WARREN PARK,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
CHADCOMBE,MEDIUM,COTTAGE,450,5,3,1,0,3,HATFIELD,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,0,1
KUWADZANA 5,HIGH,HOUSE,300,5,3,1,0,3,KUWADZANA WEST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
KUWADZANA 2,HIGH,HOUSE,300,5,0,1,0,3,KUWADZANA EAST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
KUWADZANA 3,HIGH,HOUSE,275,5,3,2,0,3,KUWADZANA EAST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
MABVUKU,HIGH,HOUSE,255,5,2,2,0,3,MABVUKU TAFARA,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
KUWADZANA 8,HIGH,HOUSE,250,5,2,2,0,3,KUWADZANA WEST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
ZENGEZA 2,HIGH,HOUSE,245,5,3,2,1,2,ZENGEZA WEST,CHITUNGWIZA MUNICIPALITY,0,0,1,0,1,1,1,1,0,0
STONERIDGE PARK,COMPOUND,HOUSE,200,5,3,2,1,3,CHURU,HARARE MUNICIPALITY,0,0,0,0,0,1,0,1,0,0
WESLEA PARK,HIGH,COTTAGE,150,4,0,1,0,2,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,0,1,0,0
LOGAN PARK,COMPOUND,COTTAGE,100,3,0,1,1,2,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,0,0,0,1,0,0
DERBSHIRE VILLAGE FARM,COMPOUND,HOUSE,150,5,0,1,0,2,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,0,0,0,1,0,0
SHUNGU,COMPOUND,HOUSE,220,5,2,2,1,3,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,1,1,0,0
MAKOMO,COMPOUND,HOUSE,220,5,3,2,1,3,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,1,0,0
ADELAIDE PARK,HIGH,COTTAGE,250,4,2,1,0,3,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,1,1,0,0
TYNWALD,MEDIUM,CLUSTER,250,4,1,1,1,3,HARARE WEST,HARARE MUNICIPALITY,1,0,0,0,1,0,1,1,0,1
PARKTOWN,MEDIUM,COTTAGE,300,4,1,1,0,3,HATFIELD,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,0,0
DAVIS GRANITE,COMPOUND,CLUSTER,120,3,0,1,0,3,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
RETREAT PARK,COMPOUND,COTTAGE,120,3,0,1,0,3,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
LOGAN PARK,COMPOUND,CLUSTER,85,2,0,1,0,3,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
SHEENA FLOWERS,COMPOUND,CLUSTER,80,2,0,1,0,3,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
AMSTERDAM PARK,COMPOUND,CLUSTER,80,2,0,1,0,3,CHURU,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
STONERIDGE,COMPOUND,COTTAGE,100,3,0,1,0,2,CHURU,HARARE MUNICIPALITY,0,0,0,0,0,0,1,0,0,0
CRESTBREEDERS,COMPOUND,COTTAGE,100,3,0,1,0,2,CHURU,HARARE MUNICIPALITY,0,0,0,0,0,0,0,1,0,0
WESLEA PARK,HIGH,CLUSTER,90,2,0,1,0,2,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,0,1,0,0
MAGADA,COMPOUND,CLUSTER,90,2,0,1,0,3,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,1,0,0,0
BALANCING ROCKS,COMPOUND,CLUSTER,80,2,0,1,0,2,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,1,0,0,0
BALANCING ROCKS,COMPOUND,CLUSTER,80,3,0,1,0,2,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,0,1,0,0
SOUTHLEA PARK,COMPOUND,COTTAGE,80,2,0,1,0,2,CHURU,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
STONERIDGE PARK,COMPOUND,CLUSTER,80,2,0,1,0,2,CHURU,HARARE MUNICIPALITY,0,0,0,0,0,0,1,0,0,0
DOMBORAMWARI,COMPOUND,CLUSTER,80,2,0,1,0,2,HUNYANI,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,1,0,0
MAKOMO,COMPOUND,CLUSTER,80,2,0,1,0,2,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,1,0,0
MUGUTA,COMPOUND,CLUSTER,80,2,0,1,0,2,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,1,0,0
ZINYENGERE,COMPOUND,CLUSTER,80,3,0,1,0,2,HUNYANI,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,0,0,0
CHINAMANO,COMPOUND,CLUSTER,75,2,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,0,0,0,0
WESTVIEW,COMPOUND,CLUSTER,75,2,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,0,0,0,0
WESTWOOD,HIGH,CLUSTER,195,3,1,1,0,3,HARARE CENTRAL,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
CROWBOROUGH,HIGH,CLUSTER,180,3,0,1,0,3,KUWADZANA WEST,HARARE MUNICIPALITY,2,0,1,2,1,0,1,1,0,0
WESTERN TRIANGLE,HIGH,CLUSTER,180,3,1,1,0,3,GLENVIEW NORTH,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
HOUGHTON PARK,HIGH,CLUSTER,180,3,1,1,0,3,SUNNINGDALE,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
ZENGEZA 4,HIGH,CLUSTER,180,3,1,1,0,3,ZENGEZA EAST,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
ZENGEZA 4,HIGH,CLUSTER,180,4,2,1,0,2,ZENGEZA EAST,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
BUDIRIRO 2,HIGH,CLUSTER,165,3,1,1,0,3,BUDIRIRO SOUTH,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
BUDIRIRO 3,HIGH,COTTAGE,160,3,0,1,0,3,GLENVIEW NORTH,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
ZENGEZA 3,HIGH,CLUSTER,160,3,0,1,0,3,ZENGEZA WEST,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
BUDIRIRO 4,HIGH,CLUSTER,150,3,0,1,0,3,BUDIRIRO NORTH,HARARE MUNICIPALITY,2,0,1,0,1,0,1,1,1,0
KUWADZANA 2,HIGH,CLUSTER,150,3,1,1,0,3,KUWADZANA EAST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
PENTAGON,COMPOUND,CLUSTER,75,2,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,0,0,0
DOMBORAMWARI,COMPOUND,CLUSTER,70,2,0,1,0,2,HUNYANI,EPWORTH LOCAL BOARD,0,0,0,0,1,0,0,1,0,0
ZENGEZA 1,HIGH,COTTAGE,150,3,0,1,0,3,ST MARYS,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
ROCKVIEW,HIGH,CLUSTER,150,3,1,1,0,3,ZENGEZA WEST,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
GLENWOOD PARK,HIGH,COTTAGE,150,3,0,1,0,3,HUNYANI,EPWORTH LOCAL BOARD,0,0,0,0,1,0,0,1,0,0
MASEKO,COMPOUND,CLUSTER,70,2,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,0,0,0,0
UNIT B,HIGH,COTTAGE,150,3,0,1,0,3,ZENGEZA EAST,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
UNIT K,HIGH,CLUSTER,145,3,0,1,0,2,CHITUNGWIZA SOUTH,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
USHEWOKUNZE,COMPOUND,CLUSTER,70,2,0,1,0,2,CHURU,HARARE MUNICIPALITY,0,0,0,0,0,0,1,0,0,0
PARKRIDGE,HIGH,CLUSTER,140,2,0,1,0,4,KUWADZANA WEST,HARARE MUNICIPALITY,2,0,1,3,1,1,1,1,0,0
SUNNINGDALE,HIGH,CLUSTER,140,2,0,1,0,4,SUNNINGDALE,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,0
SOUTHERTON,HIGH,FLAT,140,2,0,1,0,4,SOUTHERTON,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
ZENGEZA 1,HIGH,CLUSTER,140,3,0,1,0,2,ST MARYS,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,1,0,0
ZENGEZA 3,HIGH,CLUSTER,140,2,0,1,0,4,ZENGEZA WEST,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
DANKWERTS FARM,COMPOUND,CLUSTER,70,2,0,1,0,2,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,0,0,0,0,0,0
KUWADZANA 4,HIGH,CLUSTER,130,2,0,1,1,3,KUWADZANA WEST,HARARE MUNICIPALITY,0,0,0,2,1,0,1,1,0,0
MUFAKOSE,HIGH,CLUSTER,130,2,0,1,0,3,SOUTHERTON,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,0,0
HOUGHTON PARK,HIGH,CLUSTER,130,3,0,1,0,2,SUNNINGDALE,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,0
EYECOURT,COMPOUND,CLUSTER,130,4,0,1,0,2,HARARE SOUTH,HARARE MUNICIPALITY,0,0,0,0,0,0,1,0,0,0
MANYAME PARK,HIGH,CLUSTER,130,3,1,1,0,2,ST MARYS,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
MABVUKU,HIGH,CLUSTER,130,3,0,1,0,2,MABVUKU TAFARA,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,0
BUDIRIRO 2,HIGH,CLUSTER,130,2,0,1,0,3,BUDIRIRO SOUTH,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,0
UNIT F,HIGH,COTTAGE,130,2,0,1,0,3,CHITUNGWIZA NORTH,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
KAMBUZUMA,HIGH,COTTAGE,125,2,0,1,0,3,HARARE CENTRAL,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
BEVERLY EAST,HIGH,CLUSTER,120,2,0,1,0,3,HARARE EAST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
PARKRIDGE,HIGH,CLUSTER,120,2,0,1,0,3,KUWADZANA WEST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
STOPOVER,COMPOUND,CLUSTER,70,2,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,0,0,0
ARDBENNIE,HIGH,CLUSTER,120,2,0,1,0,3,MBARE,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,0
UNIT M,HIGH,CLUSTER,120,2,0,1,0,3,CHITUNGWIZA SOUTH,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
UNIT L,HIGH,CLUSTER,120,2,0,1,0,3,CHITUNGWIZA SOUTH,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
ZENGEZA 4,HIGH,CLUSTER,120,2,0,1,0,3,ZENGEZA EAST,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,1,0,0
BUDIRIRO 5,HIGH,CLUSTER,120,3,0,1,0,2,BUDIRIRO SOUTH,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,0
WESTWOOD,HIGH,HOUSE,120,2,0,1,0,3,HARARE CENTRAL,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
DAWNVIEW,HIGH,COTTAGE,120,2,0,1,0,3,WARREN PARK,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,0
GRANARY,HIGH,CLUSTER,120,3,0,1,0,2,BUDIRIRO NORTH,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,0
KUWADZANA 7,HIGH,CLUSTER,120,3,0,1,0,2,KUWADZANA WEST,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,0
GLAUDINA,HIGH,CLUSTER,120,3,0,1,0,2,DZIVARASEKWA,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,0
CHADCOMBE,MEDIUM,HOUSE,650,5,3,1,0,4,HATFIELD,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,0,1
GOODHOPE,MEDIUM,HOUSE,550,5,2,1,0,4,HARARE WEST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,0,1
PARKTOWN,MEDIUM,HOUSE,600,5,3,2,1,4,HATFIELD,HARARE MUNICIPALITY,0,0,1,0,1,1,1,1,0,1
SHUNGU,COMPOUND,CLUSTER,70,2,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,0,0,0
CRANBORNE,MEDIUM,HOUSE,500,4,3,2,1,3,SUNNINGDALE,HARARE MUNICIPALITY,1,0,1,0,1,0,1,1,0,1
WILLOVALE INDUSTRY,HIGH,FLAT,300,4,2,1,0,4,GLENVIEW NORTH,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,0
UNIT B,HIGH,HOUSE,260,4,2,1,0,3,ZENGEZA EAST,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
BUDIRIRO 1,HIGH,CLUSTER,110,2,0,1,0,3,BUDIRIRO SOUTH,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
OVERSPILL,COMPOUND,CLUSTER,70,2,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,1,0,0
HERBET CHITEPO,HIGH,CLUSTER,110,2,0,1,0,3,KUWADZANA WEST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
CROWBOROUGH,HIGH,CLUSTER,110,2,0,1,0,3,KUWADZANA WEST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
UNIT G,HIGH,CLUSTER,110,2,0,1,0,3,CHITUNGWIZA NORTH,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,1,0,0
UNIT A,HIGH,CLUSTER,110,2,0,1,0,3,ZENGEZA EAST,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
UNIT J,HIGH,CLUSTER,110,2,0,1,0,3,CHITUNGWIZA SOUTH,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
HERBET CHITEPO,HIGH,CLUSTER,100,2,0,1,1,3,KUWADZANA WEST,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,0
UNIT P,HIGH,CLUSTER,100,2,0,1,1,3,CHITUNGWIZA NORTH,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,1,0,0
ST MARYS,HIGH,CLUSTER,100,2,0,1,0,3,ST MARYS,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
UNIT N,HIGH,CLUSTER,100,2,1,1,0,3,CHITUNGWIZA NORTH,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
UNIT A,HIGH,CLUSTER,100,2,0,1,0,3,ZENGEZA EAST,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
CHINAMANO,COMPOUND,CLUSTER,70,3,0,1,0,1,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,1,0,0
SOUTHVIEW PARK,COMPOUND,CLUSTER,65,2,0,1,0,2,CHURU,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
UNIT J,HIGH,CLUSTER,100,2,0,1,0,3,CHITUNGWIZA SOUTH,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,1,0,0
UNIT L,HIGH,CLUSTER,100,2,0,1,0,3,CHITUNGWIZA SOUTH,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
ZENGEZA 4,HIGH,CLUSTER,100,2,0,1,0,3,ZENGEZA EAST,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
